Month,Prediction,Stat,Value
1,caraib_gswp3,min,4.113495465711022e-4
2,caraib_gswp3,min,1.2135397177384934e-4
3,caraib_gswp3,min,5.2174587806175356e-005
4,caraib_gswp3,min,2.6796316397301234e-5
5,caraib_gswp3,min,6.181961684969064e-5
6,caraib_gswp3,min,0.0014584742990946436
7,caraib_gswp3,min,0.017004789905383094
8,caraib_gswp3,min,0.06762070115156947
9,caraib_gswp3,min,0.12715505629145632
10,caraib_gswp3,min,0.054319233072351855
11,caraib_gswp3,min,0.010828688798433052
12,caraib_gswp3,min,0.0021071408243494207
1,caraib_princeton,min,5.471768528619922e-4
2,caraib_princeton,min,1.3336630684419255e-4
3,caraib_princeton,min,5.1131565932867e-5
4,caraib_princeton,min,2.7054141839537466e-5
5,caraib_princeton,min,1.756145965851376e-4
6,caraib_princeton,min,0.009855981915408167
7,caraib_princeton,min,0.8525833830375924
8,caraib_princeton,min,0.9867700577629116
9,caraib_princeton,min,0.6111646031321614
10,caraib_princeton,min,0.1959476823431698
11,caraib_princeton,min,0.028185058590014314
12,caraib_princeton,min,0.0036921842146967108
1,caraib_wfdei,min,0.001108065385141237
2,caraib_wfdei,min,2.6110734111814567e-4
3,caraib_wfdei,min,9.996613972358291e-5
4,caraib_wfdei,min,4.937366488391526e-5
5,caraib_wfdei,min,1.1074794136305839e-4
6,caraib_wfdei,min,0.005515716337986876
7,caraib_wfdei,min,0.02566539727381505
8,caraib_wfdei,min,0.11379498264777663
9,caraib_wfdei,min,0.2137611092658761
10,caraib_wfdei,min,0.11901008745706186
11,caraib_wfdei,min,0.02125891740107823
12,caraib_wfdei,min,0.0048758395471879875
1,dbh_gswp3,min,0.11001218830739025
2,dbh_gswp3,min,0.026188900392258383
3,dbh_gswp3,min,0.021998823438817813
4,dbh_gswp3,min,0.021573319565689676
5,dbh_gswp3,min,0.051371334176265875
6,dbh_gswp3,min,0.05030750804918405
7,dbh_gswp3,min,0.04103261053955929
8,dbh_gswp3,min,0.03917055239392159
9,dbh_gswp3,min,0.12638007803859813
10,dbh_gswp3,min,0.10036934146169035
11,dbh_gswp3,min,0.03340059485554301
12,dbh_gswp3,min,0.027339552773774693
1,dbh_princeton,min,0.1126762890931261
2,dbh_princeton,min,0.03037215861122726
3,dbh_princeton,min,0.024884879122790787
4,dbh_princeton,min,0.02500615284370335
5,dbh_princeton,min,0.033216280199985584
6,dbh_princeton,min,0.16350355349473525
7,dbh_princeton,min,0.46660834356795305
8,dbh_princeton,min,0.9198006484399743
9,dbh_princeton,min,0.6413326863918806
10,dbh_princeton,min,0.419346944210817
11,dbh_princeton,min,0.07427348029377233
12,dbh_princeton,min,0.037358940112269576
1,dbh_wfdei,min,0.12245640805724617
2,dbh_wfdei,min,0.030245973192439116
3,dbh_wfdei,min,0.022744847526089695
4,dbh_wfdei,min,0.02205068447928206
5,dbh_wfdei,min,0.03314919393160202
6,dbh_wfdei,min,0.028804829951324072
7,dbh_wfdei,min,0.02889369785670262
8,dbh_wfdei,min,0.05684538521627778
9,dbh_wfdei,min,0.0780168775016556
10,dbh_wfdei,min,0.04753975421551867
11,dbh_wfdei,min,0.04043178873646243
12,dbh_wfdei,min,0.030035985164570674
1,dlem_gswp3,min,0.018669587982334517
2,dlem_gswp3,min,0.013541482872893638
3,dlem_gswp3,min,0.006874988168167362
4,dlem_gswp3,min,0.004995748572002479
5,dlem_gswp3,min,0.005049970541030954
6,dlem_gswp3,min,0.005347149403859606
7,dlem_gswp3,min,0.0066879514551699305
8,dlem_gswp3,min,0.011681245472603349
9,dlem_gswp3,min,0.02144130948761478
10,dlem_gswp3,min,0.057743090334676526
11,dlem_gswp3,min,0.04237894385991081
12,dlem_gswp3,min,0.02744327485470318
1,dlem_princeton,min,0.021611151374941483
2,dlem_princeton,min,0.015687538461665956
3,dlem_princeton,min,0.009550167455866603
4,dlem_princeton,min,0.005880107022965942
5,dlem_princeton,min,0.005237006391115899
6,dlem_princeton,min,0.005973814141571172
7,dlem_princeton,min,0.5590107246863518
8,dlem_princeton,min,0.9877254744684361
9,dlem_princeton,min,0.6086906813552442
10,dlem_princeton,min,0.21573745499293223
11,dlem_princeton,min,0.07604314122195995
12,dlem_princeton,min,0.03315636991184329
1,dlem_wfdei,min,0.018754603846371426
2,dlem_wfdei,min,0.013648157840352391
3,dlem_wfdei,min,0.006948668382319773
4,dlem_wfdei,min,0.005036745975712572
5,dlem_wfdei,min,0.005100979886870604
6,dlem_wfdei,min,0.005394002963162222
7,dlem_wfdei,min,0.006886323386595621
8,dlem_wfdei,min,0.0150195527280617
9,dlem_wfdei,min,0.06571781343870041
10,dlem_wfdei,min,0.11985603163284483
11,dlem_wfdei,min,0.04362641502246021
12,dlem_wfdei,min,0.027488615728416214
1,h08_gswp3,min,1.4567494448973394e-4
2,h08_gswp3,min,1.2977677966068735e-5
3,h08_gswp3,min,1.0479164747302957e-4
4,h08_gswp3,min,1.3396356363221373e-4
5,h08_gswp3,min,0.0010011854759668392
6,h08_gswp3,min,0.009317528838128844
7,h08_gswp3,min,0.02838463989329043
8,h08_gswp3,min,0.068456842641501
9,h08_gswp3,min,0.07955143274530534
10,h08_gswp3,min,0.050780473834918086
11,h08_gswp3,min,0.010076205811196524
12,h08_gswp3,min,0.001139993362885617
1,h08_princeton,min,1.8840704499268465e-4
2,h08_princeton,min,1.943541839205475e-5
3,h08_princeton,min,1.0630938919046375e-4
4,h08_princeton,min,1.396434423832665e-4
5,h08_princeton,min,0.0010581099790403056
6,h08_princeton,min,0.02677616066271072
7,h08_princeton,min,1.1945948399629298
8,h08_princeton,min,0.7403533439596051
9,h08_princeton,min,0.2675049971633951
10,h08_princeton,min,0.04720999048281497
11,h08_princeton,min,0.009789176956495338
12,h08_princeton,min,0.0019796856298367614
1,lpjml_gswp3,min,0.002327243480933365
2,lpjml_gswp3,min,0.0029443747614893746
3,lpjml_gswp3,min,0.003037298571284598
4,lpjml_gswp3,min,0.0033948718161607074
5,lpjml_gswp3,min,0.013090939005219888
6,lpjml_gswp3,min,0.08961186020167843
7,lpjml_gswp3,min,0.09948435912499885
8,lpjml_gswp3,min,0.09898271012819938
9,lpjml_gswp3,min,0.10353697584509709
10,lpjml_gswp3,min,0.09372777327851765
11,lpjml_gswp3,min,0.0037377541916750238
12,lpjml_gswp3,min,0.001824632552439117
1,lpjml_princeton,min,0.0054692446174597256
2,lpjml_princeton,min,0.004834213080274924
3,lpjml_princeton,min,0.004999496200933198
4,lpjml_princeton,min,0.0049529610563382575
5,lpjml_princeton,min,0.028638624377217276
6,lpjml_princeton,min,0.24112657702745818
7,lpjml_princeton,min,0.4309334703684679
8,lpjml_princeton,min,0.7779737879752125
9,lpjml_princeton,min,0.5343478298008227
10,lpjml_princeton,min,0.21302143448868305
11,lpjml_princeton,min,0.026086436437735824
12,lpjml_princeton,min,0.0071143497370907615
1,lpjml_wfdei,min,0.004188923239445551
2,lpjml_wfdei,min,0.0054051211591000185
3,lpjml_wfdei,min,0.005381565805488159
4,lpjml_wfdei,min,0.005166729503811923
5,lpjml_wfdei,min,0.014137473228976205
6,lpjml_wfdei,min,0.10154920515671406
7,lpjml_wfdei,min,0.13640847418345653
8,lpjml_wfdei,min,0.22177158801170826
9,lpjml_wfdei,min,0.2110053671740288
10,lpjml_wfdei,min,0.12074720622954253
11,lpjml_wfdei,min,0.004426017937265795
12,lpjml_wfdei,min,0.0028088748495892274
1,matsiro_gswp3,min,0.003693336634323
2,matsiro_gswp3,min,0.0034152501417238274
3,matsiro_gswp3,min,0.003213625245950549
4,matsiro_gswp3,min,0.0030540850236208893
5,matsiro_gswp3,min,0.004436636506873662
6,matsiro_gswp3,min,0.0035080654402738195
7,matsiro_gswp3,min,0.0032122791024709442
8,matsiro_gswp3,min,0.003478317610927658
9,matsiro_gswp3,min,0.0051751433320156946
10,matsiro_gswp3,min,0.004825336730978161
11,matsiro_gswp3,min,0.004629707566892166
12,matsiro_gswp3,min,0.004065146209408413
1,matsiro_princeton,min,0.011147386541404417
2,matsiro_princeton,min,0.00883248831796526
3,matsiro_princeton,min,0.006084279883584991
4,matsiro_princeton,min,0.005523226696816834
5,matsiro_princeton,min,0.005044324504628998
6,matsiro_princeton,min,0.006464149061298292
7,matsiro_princeton,min,0.010221596210293695
8,matsiro_princeton,min,0.06164601935149271
9,matsiro_princeton,min,0.4586076675079724
10,matsiro_princeton,min,0.1272508602874048
11,matsiro_princeton,min,0.048658240671172324
12,matsiro_princeton,min,0.022169583465030604
1,matsiro_wfdei,min,9.403352603981642e-4
2,matsiro_wfdei,min,0.0010047160824070965
3,matsiro_wfdei,min,0.001032721259985911
4,matsiro_wfdei,min,0.001146677267281223
5,matsiro_wfdei,min,0.0014234148119352096
6,matsiro_wfdei,min,0.0014525170748770897
7,matsiro_wfdei,min,0.0016301732819572713
8,matsiro_wfdei,min,0.002240604478508544
9,matsiro_wfdei,min,0.0014319056550784388
10,matsiro_wfdei,min,0.001791378278202332
11,matsiro_wfdei,min,0.0018343090373393824
12,matsiro_wfdei,min,0.0019156499728225998
1,pcr-globwb_gswp3,min,0.0012356846408904728
2,pcr-globwb_gswp3,min,0.00125301882692784
3,pcr-globwb_gswp3,min,9.926819048644278e-4
4,pcr-globwb_gswp3,min,7.613553994950687e-4
5,pcr-globwb_gswp3,min,8.652181890909606e-4
6,pcr-globwb_gswp3,min,0.0010148659826705014
7,pcr-globwb_gswp3,min,0.0017298390270128468
8,pcr-globwb_gswp3,min,0.002183869276861897
9,pcr-globwb_gswp3,min,0.002755318401816293
10,pcr-globwb_gswp3,min,0.0032965187767258677
11,pcr-globwb_gswp3,min,0.0031378852596918453
12,pcr-globwb_gswp3,min,0.0013484220000261234
1,pcr-globwb_wfdei,min,0.0012279351474375737
2,pcr-globwb_wfdei,min,0.001226027032200859
3,pcr-globwb_wfdei,min,9.798142617234498e-4
4,pcr-globwb_wfdei,min,7.641477303707304e-4
5,pcr-globwb_wfdei,min,9.181302569642826e-4
6,pcr-globwb_wfdei,min,0.0010406376191409693
7,pcr-globwb_wfdei,min,0.0015169309032886469
8,pcr-globwb_wfdei,min,0.0016771755857998203
9,pcr-globwb_wfdei,min,0.002176059055942731
10,pcr-globwb_wfdei,min,0.003094163425532406
11,pcr-globwb_wfdei,min,0.0025491377595682897
12,pcr-globwb_wfdei,min,0.0013361195645640819
1,vegas_gswp3,min,0.003993166800242093
2,vegas_gswp3,min,0.0032924244663115813
3,vegas_gswp3,min,0.0029239228406770217
4,vegas_gswp3,min,0.0026872948199919834
5,vegas_gswp3,min,0.0044965121474816174
6,vegas_gswp3,min,0.009886296492572255
7,vegas_gswp3,min,0.01618640563826333
8,vegas_gswp3,min,0.037487607753157896
9,vegas_gswp3,min,0.08688224054435703
10,vegas_gswp3,min,0.07387793191755067
11,vegas_gswp3,min,0.026063634856078738
12,vegas_gswp3,min,0.008049655944314114
1,vegas_wfdei,min,0.005773220170861595
2,vegas_wfdei,min,0.00291046559899647
3,vegas_wfdei,min,0.0015240082388899867
4,vegas_wfdei,min,0.0025081618171309407
5,vegas_wfdei,min,0.004722971147200728
6,vegas_wfdei,min,0.01276608010416515
7,vegas_wfdei,min,0.022021147526891466
8,vegas_wfdei,min,0.04138032174234951
9,vegas_wfdei,min,0.08058331937987465
10,vegas_wfdei,min,0.06848886167025543
11,vegas_wfdei,min,0.02824822168238599
12,vegas_wfdei,min,0.01161639181705801
1,vic_princeton,min,2.639579725187053e-4
2,vic_princeton,min,2.065896223177839e-4
3,vic_princeton,min,1.6958860902878192e-4
4,vic_princeton,min,1.4766811053844146e-4
5,vic_princeton,min,0.014773814235859916
6,vic_princeton,min,0.07095150883460395
7,vic_princeton,min,0.6182358465074239
8,vic_princeton,min,0.5802066166852101
9,vic_princeton,min,0.2563931419065523
10,vic_princeton,min,0.1260509286995851
11,vic_princeton,min,0.0011091896522476405
12,vic_princeton,min,3.7599022428847677e-4
1,watergap2_princeton,min,0.10382634146681288
2,watergap2_princeton,min,0.07711920689975633
3,watergap2_princeton,min,0.05736452027171229
4,watergap2_princeton,min,0.04221548407333742
5,watergap2_princeton,min,0.04129573671837263
6,watergap2_princeton,min,0.05762163022466678
7,watergap2_princeton,min,0.7762136674074803
8,watergap2_princeton,min,0.6386066008763838
9,watergap2_princeton,min,0.4894848853461474
10,watergap2_princeton,min,0.28137681933162123
11,watergap2_princeton,min,0.19262299788714257
12,watergap2_princeton,min,0.14179521573804127
1,watergap2_wfdei,min,0.055205592617372505
2,watergap2_wfdei,min,0.04099867391727347
3,watergap2_wfdei,min,0.030489963423942383
4,watergap2_wfdei,min,0.022474358977937908
5,watergap2_wfdei,min,0.0240220977985629
6,watergap2_wfdei,min,0.031976778897165443
7,watergap2_wfdei,min,0.03969814399172798
8,watergap2_wfdei,min,0.12800634362135832
9,watergap2_wfdei,min,0.2110318068126282
10,watergap2_wfdei,min,0.1482253358454176
11,watergap2_wfdei,min,0.10069804898951006
12,watergap2_wfdei,min,0.07540312938535686
1,LORA,min,0.11107076102325168
2,LORA,min,0.06695375263877451
3,LORA,min,0.038680449166197214
4,LORA,min,0.021251147737045947
5,LORA,min,0
6,LORA,min,0
7,LORA,min,0
8,LORA,min,0.24781176025937007
9,LORA,min,0.5243063449993628
10,LORA,min,0.5608938896714197
11,LORA,min,0.2949755745691846
12,LORA,min,0.23603693969377199
1,caraib_gswp3,mean,0.003853297625590142
2,caraib_gswp3,mean,4.595541713252494e-4
3,caraib_gswp3,mean,1.1592028760132599e-4
4,caraib_gswp3,mean,0.02465516779325065
5,caraib_gswp3,mean,0.09987924271841431
6,caraib_gswp3,mean,0.12087848323379717
7,caraib_gswp3,mean,0.37659267656471773
8,caraib_gswp3,mean,0.6378964561725708
9,caraib_gswp3,mean,0.5976419132851555
10,caraib_gswp3,mean,0.38692930168454737
11,caraib_gswp3,mean,0.10579988790576139
12,caraib_gswp3,mean,0.013651222581913768
1,caraib_princeton,mean,0.0024624541782754137
2,caraib_princeton,mean,3.8292273950184464e-4
3,caraib_princeton,mean,9.667504720012272e-5
4,caraib_princeton,mean,0.010068254653789264
5,caraib_princeton,mean,0.044242077628322996
6,caraib_princeton,mean,1.182426525155042
7,caraib_princeton,mean,1.946614901573091
8,caraib_princeton,mean,2.19862508867229
9,caraib_princeton,mean,1.3879823299903895
10,caraib_princeton,mean,0.791847824031715
11,caraib_princeton,mean,0.24334297952888279
12,caraib_princeton,mean,0.019214929743928997
1,caraib_wfdei,mean,0.006435715601376005
2,caraib_wfdei,mean,0.0010012273602558238
3,caraib_wfdei,mean,2.693006240586419e-4
4,caraib_wfdei,mean,0.00612039430038871
5,caraib_wfdei,mean,0.01603624998226365
6,caraib_wfdei,mean,0.17803645110707908
7,caraib_wfdei,mean,0.45937867588878883
8,caraib_wfdei,mean,0.7316484041169923
9,caraib_wfdei,mean,0.6869961689124419
10,caraib_wfdei,mean,0.4739016015549969
11,caraib_wfdei,mean,0.15627516939789537
12,caraib_wfdei,mean,0.0219423764607282
1,dbh_gswp3,mean,0.14094077670657199
2,dbh_gswp3,mean,0.03669180042121313
3,dbh_gswp3,mean,0.026538591363022664
4,dbh_gswp3,mean,0.10234591711177861
5,dbh_gswp3,mean,0.5067906056263961
6,dbh_gswp3,mean,0.32368912184082677
7,dbh_gswp3,mean,0.2861307602366736
8,dbh_gswp3,mean,0.481228999639091
9,dbh_gswp3,mean,0.5896695946004852
10,dbh_gswp3,mean,0.48316820923694226
11,dbh_gswp3,mean,0.17443191187818444
12,dbh_gswp3,mean,0.04528540362738464
1,dbh_princeton,mean,0.13662096966242945
2,dbh_princeton,mean,0.03557408726458463
3,dbh_princeton,mean,0.027562289772744344
4,dbh_princeton,mean,0.10437901784432295
5,dbh_princeton,mean,0.49137560418083465
6,dbh_princeton,mean,1.2016576730479298
7,dbh_princeton,mean,1.5540205059780223
8,dbh_princeton,mean,1.8592637892475594
9,dbh_princeton,mean,1.4025721988972364
10,dbh_princeton,mean,0.8970098629047306
11,dbh_princeton,mean,0.4014907063012268
12,dbh_princeton,mean,0.07693022923770206
1,dbh_wfdei,mean,0.15476077683797826
2,dbh_wfdei,mean,0.03960450193672426
3,dbh_wfdei,mean,0.028761934571598986
4,dbh_wfdei,mean,0.09106740804093771
5,dbh_wfdei,mean,0.2905962066301658
6,dbh_wfdei,mean,0.2524846420993031
7,dbh_wfdei,mean,0.3724070213905883
8,dbh_wfdei,mean,0.6082922723301667
9,dbh_wfdei,mean,0.6010742859404836
10,dbh_wfdei,mean,0.43636422943417574
11,dbh_wfdei,mean,0.1832930319776309
12,dbh_wfdei,mean,0.05805559624909795
1,dlem_gswp3,mean,0.029625076032353287
2,dlem_gswp3,mean,0.019034160633984262
3,dlem_gswp3,mean,0.013173564601668016
4,dlem_gswp3,mean,0.03118668002295415
5,dlem_gswp3,mean,0.10537618802669203
6,dlem_gswp3,mean,0.05052763880435585
7,dlem_gswp3,mean,0.27627433116001476
8,dlem_gswp3,mean,0.6219506107041757
9,dlem_gswp3,mean,0.6654003659461772
10,dlem_gswp3,mean,0.41883269764091213
11,dlem_gswp3,mean,0.20602441772375957
12,dlem_gswp3,mean,0.06490898088540763
1,dlem_princeton,mean,0.030592278224041574
2,dlem_princeton,mean,0.023764110436191706
3,dlem_princeton,mean,0.014399641984812488
4,dlem_princeton,mean,0.017912657975596612
5,dlem_princeton,mean,0.022897875347880528
6,dlem_princeton,mean,0.7710684988400085
7,dlem_princeton,mean,1.9582543995121593
8,dlem_princeton,mean,2.2106137845139275
9,dlem_princeton,mean,1.3819867877986887
10,dlem_princeton,mean,0.8506303884127624
11,dlem_princeton,mean,0.3391073860447925
12,dlem_princeton,mean,0.08107922922690124
1,dlem_wfdei,mean,0.03060262208545923
2,dlem_wfdei,mean,0.01954400557358453
3,dlem_wfdei,mean,0.013716393961197598
4,dlem_wfdei,mean,0.014124996765638364
5,dlem_wfdei,mean,0.016056468400704838
6,dlem_wfdei,mean,0.03684672240063119
7,dlem_wfdei,mean,0.3014407213622595
8,dlem_wfdei,mean,0.6466112971162042
9,dlem_wfdei,mean,0.6788642845926691
10,dlem_wfdei,mean,0.4343868568412602
11,dlem_wfdei,mean,0.2212656962467931
12,dlem_wfdei,mean,0.07099289204648697
1,h08_gswp3,mean,0.0011358285422149068
2,h08_gswp3,mean,3.9574137896929916e-4
3,h08_gswp3,mean,1.4592450251470887e-4
4,h08_gswp3,mean,0.0011987191070988372
5,h08_gswp3,mean,0.07399028464983692
6,h08_gswp3,mean,0.3223621099076788
7,h08_gswp3,mean,0.5638168932767464
8,h08_gswp3,mean,0.7313863816829032
9,h08_gswp3,mean,0.575993810484108
10,h08_gswp3,mean,0.3845045070222888
11,h08_gswp3,mean,0.05777425216229381
12,h08_gswp3,mean,0.008007036675042763
1,h08_princeton,mean,0.0011169079128319922
2,h08_princeton,mean,1.1388636231042117e-4
3,h08_princeton,mean,1.304692145551466e-4
4,h08_princeton,mean,0.0010497741759644091
5,h08_princeton,mean,0.19629729833181733
6,h08_princeton,mean,1.7436148785766366
7,h08_princeton,mean,1.9192682791829954
8,h08_princeton,mean,2.1022874763506927
9,h08_princeton,mean,1.2826244234708277
10,h08_princeton,mean,0.6265955415557747
11,h08_princeton,mean,0.17135295558596028
12,h08_princeton,mean,0.009882915870106817
1,lpjml_gswp3,mean,0.011786669055159968
2,lpjml_gswp3,mean,0.007669104169665445
3,lpjml_gswp3,mean,0.005869868480017318
4,lpjml_gswp3,mean,0.031045768598086384
5,lpjml_gswp3,mean,0.2437255048159493
6,lpjml_gswp3,mean,0.3435052136666054
7,lpjml_gswp3,mean,0.4051956076024083
8,lpjml_gswp3,mean,0.5003242285250565
9,lpjml_gswp3,mean,0.49451604482641964
10,lpjml_gswp3,mean,0.327836318601802
11,lpjml_gswp3,mean,0.09980384633581808
12,lpjml_gswp3,mean,0.018955841472413776
1,lpjml_princeton,mean,0.017464426206426742
