Month,Prediction,Stat,Value
1,caraib_gswp3,min,0.03663204988109159
2,caraib_gswp3,min,0.006957646637561968
3,caraib_gswp3,min,0.0022525750677785676
4,caraib_gswp3,min,0.0018364771827981711
5,caraib_gswp3,min,0.04054857516719041
6,caraib_gswp3,min,0.5207626548245108
7,caraib_gswp3,min,9.285871841273673
8,caraib_gswp3,min,24.237361752082098
9,caraib_gswp3,min,17.336392200584044
10,caraib_gswp3,min,7.594074344094861
11,caraib_gswp3,min,1.1126209920899046
12,caraib_gswp3,min,0.18802873964645073
1,caraib_princeton,min,0.024972951335188946
2,caraib_princeton,min,0.0048411284496671725
3,caraib_princeton,min,0.001708800406441475
4,caraib_princeton,min,0.0024722651782271843
5,caraib_princeton,min,0.022080306876086052
6,caraib_princeton,min,0.34845935696438934
7,caraib_princeton,min,17.925046408982634
8,caraib_princeton,min,33.107349220788315
9,caraib_princeton,min,22.82136931608062
10,caraib_princeton,min,7.075895045975617
11,caraib_princeton,min,1.2626835102205496
12,caraib_princeton,min,0.17092293477232023
1,caraib_wfdei,min,0.08758691750329622
2,caraib_wfdei,min,0.016089094056718115
3,caraib_wfdei,min,0.004245897882206824
4,caraib_wfdei,min,0.003352754545490748
5,caraib_wfdei,min,0.043506903396848484
6,caraib_wfdei,min,0.5791632710429793
7,caraib_wfdei,min,19.63769651440479
8,caraib_wfdei,min,31.018650410809087
9,caraib_wfdei,min,26.52682915919793
10,caraib_wfdei,min,7.305751621385834
11,caraib_wfdei,min,1.6312378146623674
12,caraib_wfdei,min,0.3762781887408227
1,dbh_gswp3,min,6.801035979124656
2,dbh_gswp3,min,2.627512110498251
3,dbh_gswp3,min,2.2122197024440875
4,dbh_gswp3,min,2.522954168772889
5,dbh_gswp3,min,10.17656723213641
6,dbh_gswp3,min,13.10843916953998
7,dbh_gswp3,min,12.171834384925317
8,dbh_gswp3,min,10.445672851325137
9,dbh_gswp3,min,12.74586313763762
10,dbh_gswp3,min,3.816236646117601
11,dbh_gswp3,min,3.0629673078907893
12,dbh_gswp3,min,2.394121963090922
1,dbh_princeton,min,6.653455591329976
2,dbh_princeton,min,2.555120175479449
3,dbh_princeton,min,2.3257249140732545
4,dbh_princeton,min,2.7408777774075235
5,dbh_princeton,min,3.725842517901697
6,dbh_princeton,min,8.408739204218849
7,dbh_princeton,min,11.1847233690076
8,dbh_princeton,min,17.48116624469618
9,dbh_princeton,min,19.018352237926877
10,dbh_princeton,min,7.29705894452083
11,dbh_princeton,min,3.312116322447973
12,dbh_princeton,min,2.705068919090815
1,dbh_wfdei,min,7.048938141913982
2,dbh_wfdei,min,2.999809592990778
3,dbh_wfdei,min,2.4439181637142107
4,dbh_wfdei,min,2.4798120199747813
5,dbh_wfdei,min,7.607585651782628
6,dbh_wfdei,min,11.526383952000371
7,dbh_wfdei,min,12.96172213972654
8,dbh_wfdei,min,14.311777098698402
9,dbh_wfdei,min,15.567067723671608
10,dbh_wfdei,min,4.006255180665298
11,dbh_wfdei,min,3.692904070140878
12,dbh_wfdei,min,2.6363771619789826
1,dlem_gswp3,min,0.7880940006275148
2,dlem_gswp3,min,0.5902933188510314
3,dlem_gswp3,min,0.36020878417028585
4,dlem_gswp3,min,0.27320821345516805
5,dlem_gswp3,min,0.28981129472705675
6,dlem_gswp3,min,0.2828467462547966
7,dlem_gswp3,min,0.328395779178258
8,dlem_gswp3,min,2.9061382676005705
9,dlem_gswp3,min,11.09625501135011
10,dlem_gswp3,min,6.2462161749329805
11,dlem_gswp3,min,2.295841612117118
12,dlem_gswp3,min,1.1190439018569425
1,dlem_princeton,min,0.9226991892390335
2,dlem_princeton,min,0.7065413928979735
3,dlem_princeton,min,0.45631403874079574
4,dlem_princeton,min,0.32367578454635915
5,dlem_princeton,min,0.26017015173357605
6,dlem_princeton,min,0.2339173126463807
7,dlem_princeton,min,1.4591011051811946
8,dlem_princeton,min,11.295663427885192
9,dlem_princeton,min,14.16084887249055
10,dlem_princeton,min,10.822672597550916
11,dlem_princeton,min,3.092418059390825
12,dlem_princeton,min,1.3534095233253978
1,dlem_wfdei,min,0.828326738979042
2,dlem_wfdei,min,0.6292394193691014
3,dlem_wfdei,min,0.3860869137015012
4,dlem_wfdei,min,0.284697422079139
5,dlem_wfdei,min,0.2513226944098947
6,dlem_wfdei,min,0.24230086513251475
7,dlem_wfdei,min,0.9253234733315678
8,dlem_wfdei,min,3.758041562434449
9,dlem_wfdei,min,15.0059376433234
10,dlem_wfdei,min,7.315269198305074
11,dlem_wfdei,min,2.3913797233802128
12,dlem_wfdei,min,1.1767368311461306
1,h08_gswp3,min,0.04208810713544904
2,h08_gswp3,min,0.003868582311221943
3,h08_gswp3,min,0.0018168590908330604
4,h08_gswp3,min,0.01998295405558257
5,h08_gswp3,min,0.15075452567951556
6,h08_gswp3,min,1.5548806313786683
7,h08_gswp3,min,25.734966143679024
8,h08_gswp3,min,23.667341710228044
9,h08_gswp3,min,13.660799247776913
10,h08_gswp3,min,3.1242712229227068
11,h08_gswp3,min,1.0316552019059713
12,h08_gswp3,min,0.22256802343952525
1,h08_princeton,min,0.026386589553296362
2,h08_princeton,min,0.002747216180456569
3,h08_princeton,min,0.001938260405369017
4,h08_princeton,min,0.022925054791027213
5,h08_princeton,min,0.23045880361430163
6,h08_princeton,min,1.1711403935036955
7,h08_princeton,min,19.26464306887929
8,h08_princeton,min,22.96662652918328
9,h08_princeton,min,15.440341957993192
10,h08_princeton,min,2.2974738903972876
11,h08_princeton,min,0.6021215486325003
12,h08_princeton,min,0.10782840306070357
1,lpjml_gswp3,min,0.27001886789378715
2,lpjml_gswp3,min,0.23669838643189395
3,lpjml_gswp3,min,0.23176740131741586
4,lpjml_gswp3,min,0.2870775217780462
5,lpjml_gswp3,min,3.588296097364496
6,lpjml_gswp3,min,7.973947313659184
7,lpjml_gswp3,min,15.3540602286022
8,lpjml_gswp3,min,19.482235403150266
9,lpjml_gswp3,min,17.09025765982745
10,lpjml_gswp3,min,5.733744610500273
11,lpjml_gswp3,min,1.5198038396680291
12,lpjml_gswp3,min,0.4948682615722373
1,lpjml_princeton,min,0.24083020529656018
2,lpjml_princeton,min,0.2381272359759087
3,lpjml_princeton,min,0.24459488278611416
4,lpjml_princeton,min,0.5160166264408832
5,lpjml_princeton,min,2.0166338840898934
6,lpjml_princeton,min,7.14687389059212
7,lpjml_princeton,min,13.355077025424148
8,lpjml_princeton,min,22.201270726386657
9,lpjml_princeton,min,18.491681439342642
10,lpjml_princeton,min,6.2274068841055374
11,lpjml_princeton,min,2.069659742252806
12,lpjml_princeton,min,0.34391845433766005
1,lpjml_wfdei,min,0.41484819580688737
2,lpjml_wfdei,min,0.29174721578856583
3,lpjml_wfdei,min,0.27622176880112675
4,lpjml_wfdei,min,0.2894850825220881
5,lpjml_wfdei,min,3.624857917941865
6,lpjml_wfdei,min,8.033070915920662
7,lpjml_wfdei,min,17.2203295250832
8,lpjml_wfdei,min,24.402200195183912
9,lpjml_wfdei,min,24.928640274490245
10,lpjml_wfdei,min,8.58439284877878
11,lpjml_wfdei,min,3.380781615582693
12,lpjml_wfdei,min,1.1053068614877037
1,matsiro_gswp3,min,1.26729172667779
2,matsiro_gswp3,min,1.0316819164494262
3,matsiro_gswp3,min,0.8520412199071287
4,matsiro_gswp3,min,0.7448231565528333
5,matsiro_gswp3,min,0.7668399780974515
6,matsiro_gswp3,min,0.8548427668194308
7,matsiro_gswp3,min,0.7733076989322379
8,matsiro_gswp3,min,1.337057076387397
9,matsiro_gswp3,min,3.71329268739071
10,matsiro_gswp3,min,3.406066108809198
11,matsiro_gswp3,min,2.3147476115457093
12,matsiro_gswp3,min,1.7021847104332255
1,matsiro_princeton,min,1.5474564722442852
2,matsiro_princeton,min,1.2464216287699552
3,matsiro_princeton,min,1.0655569242643026
4,matsiro_princeton,min,0.9125625499928227
5,matsiro_princeton,min,1.0084910775504101
6,matsiro_princeton,min,1.0459181547402112
7,matsiro_princeton,min,1.1541488715057817
8,matsiro_princeton,min,6.247277120944307
9,matsiro_princeton,min,10.397886478227125
10,matsiro_princeton,min,6.742772863051537
11,matsiro_princeton,min,3.0298346842169157
12,matsiro_princeton,min,2.157566568861243
1,matsiro_wfdei,min,0.06871234990429774
2,matsiro_wfdei,min,0.08169474385494123
3,matsiro_wfdei,min,0.08632287376552247
4,matsiro_wfdei,min,0.09646333097430189
5,matsiro_wfdei,min,0.4261359461895759
6,matsiro_wfdei,min,0.1524578644445004
7,matsiro_wfdei,min,0.17227420810526803
8,matsiro_wfdei,min,4.349899208816657
9,matsiro_wfdei,min,6.4902669223693605
10,matsiro_wfdei,min,3.892516717276013
11,matsiro_wfdei,min,1.8352977069273526
12,matsiro_wfdei,min,1.4140767450181186
1,pcr-globwb_gswp3,min,0.4858190722779306
2,pcr-globwb_gswp3,min,0.40760446426618835
3,pcr-globwb_gswp3,min,0.3030987344292463
4,pcr-globwb_gswp3,min,0.25390181117590277
5,pcr-globwb_gswp3,min,0.2272275208619851
6,pcr-globwb_gswp3,min,0.29278665995722364
7,pcr-globwb_gswp3,min,0.7517519606911977
8,pcr-globwb_gswp3,min,2.37254350229834
9,pcr-globwb_gswp3,min,5.758628301306058
10,pcr-globwb_gswp3,min,5.172768228786859
11,pcr-globwb_gswp3,min,1.381978974058187
12,pcr-globwb_gswp3,min,0.6971197154131603
1,pcr-globwb_wfdei,min,0.48968238225821215
2,pcr-globwb_wfdei,min,0.44659438063163037
3,pcr-globwb_wfdei,min,0.3305193679937266
4,pcr-globwb_wfdei,min,0.24047278087634494
5,pcr-globwb_wfdei,min,0.2232551910381541
6,pcr-globwb_wfdei,min,0.28706962979698875
7,pcr-globwb_wfdei,min,0.7677780040846505
8,pcr-globwb_wfdei,min,2.352031745063976
9,pcr-globwb_wfdei,min,5.112133295407699
10,pcr-globwb_wfdei,min,4.673076847651294
11,pcr-globwb_wfdei,min,1.1249202942734768
12,pcr-globwb_wfdei,min,0.644516368484021
1,vegas_gswp3,min,0.08866611052868763
2,vegas_gswp3,min,0.051954540145689336
3,vegas_gswp3,min,0.03347330776300217
4,vegas_gswp3,min,0.03892777857928346
5,vegas_gswp3,min,0.13219906071622337
6,vegas_gswp3,min,0.473923717855116
7,vegas_gswp3,min,8.371152372636162
8,vegas_gswp3,min,16.327363541372893
9,vegas_gswp3,min,14.253123833999576
10,vegas_gswp3,min,3.7156025533067973
11,vegas_gswp3,min,0.5424653326670148
12,vegas_gswp3,min,0.14958816140873796
1,vegas_wfdei,min,0.06322051859007614
2,vegas_wfdei,min,0.03718721903126111
3,vegas_wfdei,min,0.01752610389596697
4,vegas_wfdei,min,0.02624472082266697
5,vegas_wfdei,min,0.08290141360510231
6,vegas_wfdei,min,0.551358673801985
7,vegas_wfdei,min,8.955947965681869
8,vegas_wfdei,min,18.069651350633954
9,vegas_wfdei,min,15.720597055795496
10,vegas_wfdei,min,4.1507346324427346
11,vegas_wfdei,min,0.6159899837406168
12,vegas_wfdei,min,0.13895515062626626
1,vic_princeton,min,1.1680585083388615
2,vic_princeton,min,0.729119357318292
3,vic_princeton,min,0.470030301060577
4,vic_princeton,min,0.7444256255059201
5,vic_princeton,min,2.181380701060681
6,vic_princeton,min,3.586348878951207
7,vic_princeton,min,14.561009330030569
8,vic_princeton,min,25.70238755087868
9,vic_princeton,min,22.77144709024001
10,vic_princeton,min,12.711311055314141
11,vic_princeton,min,5.427095836890436
12,vic_princeton,min,2.061530127631344
1,watergap2_princeton,min,1.9384361952109042
2,watergap2_princeton,min,1.5421421660988155
3,watergap2_princeton,min,1.0331332278157135
4,watergap2_princeton,min,0.9491269690189467
5,watergap2_princeton,min,1.0508832853922072
