Month,Prediction,Stat,Value
1,caraib_gswp3,min,0.009400216849533682
2,caraib_gswp3,min,0.002446330837847147
3,caraib_gswp3,min,6.421424075689316e-4
4,caraib_gswp3,min,3.332016061680673e-4
5,caraib_gswp3,min,0.0021574401009255392
6,caraib_gswp3,min,0.09897682330315775
7,caraib_gswp3,min,0.9817069003877021
8,caraib_gswp3,min,1.9732802299184344
9,caraib_gswp3,min,1.9663691337230147
10,caraib_gswp3,min,1.0313053844243754
11,caraib_gswp3,min,0.1562926956073709
12,caraib_gswp3,min,0.02994446759650856
1,caraib_princeton,min,0.007399755370558573
2,caraib_princeton,min,0.0015850981725851097
3,caraib_princeton,min,5.032523301042637e-4
4,caraib_princeton,min,5.405826218298396e-4
5,caraib_princeton,min,0.0031847962835808144
6,caraib_princeton,min,0.068921896016315
7,caraib_princeton,min,0.7479589106315475
8,caraib_princeton,min,2.2932803711246343
9,caraib_princeton,min,2.020400900656462
10,caraib_princeton,min,0.8699585726521586
11,caraib_princeton,min,0.205694548968241
12,caraib_princeton,min,0.039012601177447
1,caraib_wfdei,min,0.018491365417497956
2,caraib_wfdei,min,0.004179511491275323
3,caraib_wfdei,min,0.0010349154553384564
4,caraib_wfdei,min,6.818015931794235e-4
5,caraib_wfdei,min,0.009929569440328393
6,caraib_wfdei,min,0.37154954627325654
7,caraib_wfdei,min,2.129921518616635
8,caraib_wfdei,min,3.204266827788099
9,caraib_wfdei,min,2.8613237193818697
10,caraib_wfdei,min,0.70148863434156
11,caraib_wfdei,min,0.18991837884485596
12,caraib_wfdei,min,0.050745586604642234
1,dbh_gswp3,min,1.06322560427688
2,dbh_gswp3,min,0.5109884816180492
3,dbh_gswp3,min,0.4371706763030681
4,dbh_gswp3,min,0.4781213673932608
5,dbh_gswp3,min,1.3538661966720382
6,dbh_gswp3,min,0.5894488813347406
7,dbh_gswp3,min,0.7228092971419604
8,dbh_gswp3,min,0.5713949900753971
9,dbh_gswp3,min,0.6021423244808437
10,dbh_gswp3,min,0.5054352557778135
11,dbh_gswp3,min,0.47900290871477724
12,dbh_gswp3,min,0.4703721282001919
1,dbh_princeton,min,1.0055811434773563
2,dbh_princeton,min,0.45690986168298997
3,dbh_princeton,min,0.40815295730543694
4,dbh_princeton,min,0.6148156327765862
5,dbh_princeton,min,0.4975058816176145
6,dbh_princeton,min,0.9099071786417929
