Month,Prediction,Stat,Value
1,caraib_gswp3,min,0.002958907633069931
2,caraib_gswp3,min,7.393691428142547e-4
3,caraib_gswp3,min,2.4168072653313818e-4
4,caraib_gswp3,min,1.455990810205913e-4
5,caraib_gswp3,min,0.0037136007002185716
6,caraib_gswp3,min,0.06844878912931374
7,caraib_gswp3,min,1.3595291729449386
8,caraib_gswp3,min,2.2553622156938338
9,caraib_gswp3,min,1.4232438913387524
10,caraib_gswp3,min,0.5065999013981104
11,caraib_gswp3,min,0.06646613036541865
12,caraib_gswp3,min,0.011549957896319872
1,caraib_princeton,min,0.002300918860046358
2,caraib_princeton,min,5.285070079138076e-4
3,caraib_princeton,min,1.887775181048728e-4
4,caraib_princeton,min,1.012441827182211e-4
5,caraib_princeton,min,0.0014372882964001645
6,caraib_princeton,min,0.0449864405832484
7,caraib_princeton,min,2.35344456212625
8,caraib_princeton,min,2.9129534480474453
9,caraib_princeton,min,1.452564175744242
10,caraib_princeton,min,0.5279291113458943
11,caraib_princeton,min,0.07526072237184933
12,caraib_princeton,min,0.00989323122031217
1,caraib_wfdei,min,0.004263077350135059
2,caraib_wfdei,min,8.787762612700151e-4
3,caraib_wfdei,min,2.713685336914703e-4
4,caraib_wfdei,min,2.4781674159627017e-4
5,caraib_wfdei,min,0.0027757599710771914
6,caraib_wfdei,min,0.13566601202088985
7,caraib_wfdei,min,1.9658936218508707
8,caraib_wfdei,min,2.487637488086563
9,caraib_wfdei,min,1.8328248410944632
10,caraib_wfdei,min,0.5417154632296332
11,caraib_wfdei,min,0.08420776625735435
12,caraib_wfdei,min,0.022540318149604714
1,dbh_gswp3,min,0.47526051872792224
2,dbh_gswp3,min,0.24725889925050765
3,dbh_gswp3,min,0.22422452363509263
4,dbh_gswp3,min,0.2332117809501447
5,dbh_gswp3,min,0.7850738546669974
6,dbh_gswp3,min,0.7650872170654289
7,dbh_gswp3,min,0.6287206358844166
8,dbh_gswp3,min,0.5808802494228127
9,dbh_gswp3,min,0.4916000782455806
10,dbh_gswp3,min,0.29513170306763725
11,dbh_gswp3,min,0.2545781214081011
12,dbh_gswp3,min,0.23536727976829266
1,dbh_princeton,min,0.4823395576716537
2,dbh_princeton,min,0.25141800700340516
3,dbh_princeton,min,0.22715166299948125
4,dbh_princeton,min,0.22605536527439923
5,dbh_princeton,min,0.2511968018767753
6,dbh_princeton,min,0.6035608586825363
7,dbh_princeton,min,0.5191256014096891
8,dbh_princeton,min,0.6240573910384684
9,dbh_princeton,min,0.6357496432602036
10,dbh_princeton,min,0.5585915241942381
11,dbh_princeton,min,0.3246467990332628
12,dbh_princeton,min,0.2803890934192316
1,dbh_wfdei,min,0.5085674887377484
2,dbh_wfdei,min,0.26362053467214175
3,dbh_wfdei,min,0.22832968714355734
4,dbh_wfdei,min,0.24141924860097658
5,dbh_wfdei,min,0.4761270959081698
6,dbh_wfdei,min,0.6209234993724376
7,dbh_wfdei,min,0.6287835987776316
8,dbh_wfdei,min,0.6125949690435326
9,dbh_wfdei,min,0.5677140018207643
10,dbh_wfdei,min,0.28861118926601526
11,dbh_wfdei,min,0.2688867176145493
12,dbh_wfdei,min,0.25563190611507275
