Month,Prediction,Stat,Value
1,caraib_gswp3,min,0.0013620604993964383
2,caraib_gswp3,min,3.172723181259723e-4
3,caraib_gswp3,min,9.514404791366567e-5
4,caraib_gswp3,min,5.555336569586793e-5
5,caraib_gswp3,min,3.249341115375829e-4
6,caraib_gswp3,min,0.003719231866715015
7,caraib_gswp3,min,0.10481931062557176
8,caraib_gswp3,min,0.27777082507573436
9,caraib_gswp3,min,0.2212183767599487
10,caraib_gswp3,min,0.2627982612895078
11,caraib_gswp3,min,0.040528780094878834
12,caraib_gswp3,min,0.006639834793600671
1,caraib_princeton,min,0.0012228894719348436
2,caraib_princeton,min,2.586278544413088e-4
3,caraib_princeton,min,9.159263887928339e-5
4,caraib_princeton,min,6.911189993175891e-5
5,caraib_princeton,min,4.8806209703634244e-4
6,caraib_princeton,min,0.022543243933332603
7,caraib_princeton,min,0.6654942196315679
8,caraib_princeton,min,1.387821404017528
9,caraib_princeton,min,0.8609276852433678
10,caraib_princeton,min,0.45776922442249823
11,caraib_princeton,min,0.052186149184909734
12,caraib_princeton,min,0.0065766967805937025
1,caraib_wfdei,min,0.0031147646300303993
2,caraib_wfdei,min,7.02336239086905e-4
3,caraib_wfdei,min,1.958866109868174e-4
4,caraib_wfdei,min,1.254711284673048e-4
5,caraib_wfdei,min,5.945857671255929e-4
6,caraib_wfdei,min,0.006332804809271217
7,caraib_wfdei,min,0.245724739520004
8,caraib_wfdei,min,0.4746577522926563
9,caraib_wfdei,min,0.459028589330901
10,caraib_wfdei,min,0.24342233659286416
11,caraib_wfdei,min,0.06852720385620757
12,caraib_wfdei,min,0.013486565316422961
1,dbh_gswp3,min,0.2168595591335414
2,dbh_gswp3,min,0.052987508335941555
3,dbh_gswp3,min,0.040152264142701136
4,dbh_gswp3,min,0.04349915174379096
5,dbh_gswp3,min,0.3085806423513734
6,dbh_gswp3,min,0.19948056110504603
7,dbh_gswp3,min,0.11752226028071847
8,dbh_gswp3,min,0.14035149103789274
9,dbh_gswp3,min,0.14122115719117262
10,dbh_gswp3,min,0.053295685181707644
11,dbh_gswp3,min,0.05746508656218747
12,dbh_gswp3,min,0.04343593505207041
1,dbh_princeton,min,0.21390995868985774
2,dbh_princeton,min,0.05680755017174387
3,dbh_princeton,min,0.04589471762113394
4,dbh_princeton,min,0.045133002073993934
5,dbh_princeton,min,0.06801162515933251
6,dbh_princeton,min,0.3878084965593955
7,dbh_princeton,min,0.3296448483442762
8,dbh_princeton,min,0.978447488961902
9,dbh_princeton,min,0.5018098303725433
10,dbh_princeton,min,0.36020552305565523
11,dbh_princeton,min,0.08496773135545731
12,dbh_princeton,min,0.0598908024058792
1,dbh_wfdei,min,0.2259007209743914
2,dbh_wfdei,min,0.06555457464576467
3,dbh_wfdei,min,0.044648333062503084
4,dbh_wfdei,min,0.04690101547265288
5,dbh_wfdei,min,0.15209410240200624
6,dbh_wfdei,min,0.14572946978026502
7,dbh_wfdei,min,0.0972654063696963
8,dbh_wfdei,min,0.3121113851933989
9,dbh_wfdei,min,0.24360446308527903
10,dbh_wfdei,min,0.1191587757283854
11,dbh_wfdei,min,0.08177975317281039
12,dbh_wfdei,min,0.055891332554628886
1,dlem_gswp3,min,0.016068706592883363
2,dlem_gswp3,min,0.01217951359389919
3,dlem_gswp3,min,0.009354156111405871
4,dlem_gswp3,min,0.0072654422368024245
5,dlem_gswp3,min,0.008588748574032374
6,dlem_gswp3,min,0.0064771447324557165
7,dlem_gswp3,min,0.01255479019810852
8,dlem_gswp3,min,0.029761618718760652
