Month,Prediction,Stat,Value
1,caraib_gswp3,min,0.28877408094784063
2,caraib_gswp3,min,0.0635705124018021
3,caraib_gswp3,min,0.016663411912592237
4,caraib_gswp3,min,0.009812820577359462
5,caraib_gswp3,min,0.23304485979937734
6,caraib_gswp3,min,3.5260373579246247
7,caraib_gswp3,min,42.52420104935695
8,caraib_gswp3,min,52.88984385758661
9,caraib_gswp3,min,48.577221500152874
10,caraib_gswp3,min,24.89881563396574
11,caraib_gswp3,min,4.777829288572618
12,caraib_gswp3,min,0.940010616996747
1,caraib_princeton,min,0.16877723232544647
2,caraib_princeton,min,0.039152078475785494
3,caraib_princeton,min,0.0115278877579819
4,caraib_princeton,min,0.006943749952178695
5,caraib_princeton,min,0.08050293650767326
6,caraib_princeton,min,2.782479038290211
7,caraib_princeton,min,26.15002120175027
8,caraib_princeton,min,53.71026510256746
9,caraib_princeton,min,39.15138894996342
10,caraib_princeton,min,22.140979897877273
11,caraib_princeton,min,5.970864155599984
12,caraib_princeton,min,0.7770559047941444
1,caraib_wfdei,min,0.33865156702069715
2,caraib_wfdei,min,0.06679439464036431
3,caraib_wfdei,min,0.01663721943758629
4,caraib_wfdei,min,0.023271380662409153
5,caraib_wfdei,min,0.16829068995528815
6,caraib_wfdei,min,4.456487450446263
7,caraib_wfdei,min,61.70787983917029
8,caraib_wfdei,min,77.68986231058001
9,caraib_wfdei,min,57.685193038866984
10,caraib_wfdei,min,15.107087742821061
11,caraib_wfdei,min,4.32727276514823
12,caraib_wfdei,min,1.4324095608698375
1,dbh_gswp3,min,19.873121414143974
2,dbh_gswp3,min,11.044261227146881
3,dbh_gswp3,min,8.992997512775272
4,dbh_gswp3,min,10.395915647311666
5,dbh_gswp3,min,26.71895491374258
6,dbh_gswp3,min,21.26306714914016
7,dbh_gswp3,min,24.244346154279167
8,dbh_gswp3,min,18.96122915559678
9,dbh_gswp3,min,18.959829303205105
10,dbh_gswp3,min,10.960072340574499
11,dbh_gswp3,min,10.053112255931106
12,dbh_gswp3,min,9.088536008261482
1,dbh_princeton,min,19.872534229789547
